n_ranks;n_threads;n_x;n_y;plan;planning;fftw_2d_r2c;plan_flops;
16;48;16384;16384;measure;13.9135;2.16383;0;
16;48;16384;16384;measure;13.8982;1.1632;0;
16;48;16384;16384;measure;21.3849;1.4528;0;
16;48;16384;16384;measure;13.2186;3.90145;0;
16;48;16384;16384;measure;16.4305;7.40761;0;
16;48;16384;16384;measure;21.4576;1.07779;0;
16;48;16384;16384;measure;15.4794;12.4783;0;
16;48;16384;16384;measure;18.5159;2.95895;0;
16;48;16384;16384;measure;15.8601;2.91795;0;
16;48;16384;16384;measure;11.4098;7.26639;0;
16;48;16384;16384;measure;19.2868;2.83464;0;


